polish,english,type,level
recyklingować,recycle,czasownik,A2
redagować,edit,czasownik,B2
redaktor,editor,rzeczownik,B1
redukcja,reduction,rzeczownik,B2
redukować,reduce,czasownik,A2
referencje,reference,rzeczownik,B1
region,region,rzeczownik,A2
regionalny,regional,przymiotnik,B2
regulacja,regulation,rzeczownik,B2
regularnie,regularly,przysłówek,B1
regularny,regular,przymiotnik,A2
reguła,"principle, rule",rzeczownik,B2
rejestr,register,rzeczownik,B2
rejestrować (się),register,czasownik,B2
rejs,sail,rzeczownik,B1
reklama,"ad, advertisement, advertising",rzeczownik,B1
reklama (radiowa lub telewizyjna),commercial,rzeczownik,B1
reklamacja,complaint,rzeczownik,B1
reklamowanie,advertising,rzeczownik,A2
reklamować,advertise,czasownik,A2
rekomendacja,recommendation,rzeczownik,B1
rekomendować,recommend,czasownik,A2
rekord,record,rzeczownik,A2
rekreacja,leisure,rzeczownik,B1
relacja,"relation, relationship",rzeczownik,B1
relacjonować,relate,czasownik,B1
relaksować się,relax,czasownik,A1
relaksujący,relaxing,przymiotnik,B1
relatywnie,relatively,przysłówek,B2
relewantny,relevant,przymiotnik,B2
religia,religion,rzeczownik,B1
religijny,religious,przymiotnik,B1
remis,tie,rzeczownik,A2
renta,pension,rzeczownik,B2
reporter,reporter,rzeczownik,A2
reprezentatywny,representative,przymiotnik,B2
reprezentować,represent,czasownik,B1
reputacja,reputation,rzeczownik,B2
restauracja,restaurant,rzeczownik,A1
reszta,rest (remaining part),rzeczownik,A2
reszta (pieniędzy),change,rzeczownik,A1
rewolucja,revolution,rzeczownik,B2
rezerwa,reserve,rzeczownik,B2
rezerwacja,reservation,rzeczownik,B1
rezerwować,"book, reserve",czasownik,A2
rezultat,"outcome, result",rzeczownik,B2
rezydent,resident,rzeczownik,B2
reżyser,director,rzeczownik,A2
reżyserować,direct,czasownik,B1
robić,"do (main), make",czasownik,A1
robić postępy,progress,czasownik,B2
robić przegląd,review,czasownik,A2
robić wrażenie,impress,czasownik,B2
robić zakupy,shop,czasownik,A1
roboczy,working,przymiotnik,A2
robot,robot,rzeczownik,B1
rock (muzyka),rock (music),rzeczownik,A2
rocznica,anniversary,rzeczownik,B2
rodowity mieszkaniec,native,rzeczownik,B1
rodzaj,"kind (type), sort, type",rzeczownik,A1
rodzic,parent,rzeczownik,A1
rodzimy,native,przymiotnik,B1
rodzina,family,rzeczownik,A1
rodzinny,family,przymiotnik,A1
rok,year,rzeczownik,A1
rola,"function, role",rzeczownik,B1
rolka,roll,rzeczownik,B1
rolnictwo,farming,rzeczownik,A2
rolnik,farmer,rzeczownik,A1
romans,affair,rzeczownik,B2
romantyczny,romantic,przymiotnik,B1
rondel,pan,rzeczownik,B1
ropa naftowa,oil,rzeczownik,A2
rosnąć,grow,czasownik,A1
roszczenie,claim,rzeczownik,B1
rower,"bicycle, bike",rzeczownik,A1
rozbić się,crash,czasownik,B2
rozciągać,extend,czasownik,B2
rozciągać (się),stretch,czasownik,B2
rozciągnięcie,stretch,rzeczownik,B2
rozczarowany,disappointed,przymiotnik,B1
rozczarowujący,disappointing,przymiotnik,B1
rozdarcie,tear,rzeczownik,B2
rozdawać,distribute,czasownik,B2
rozdział,chapter,rzeczownik,B1
rozdzielać,"separate, split",czasownik,B1
rozdzierać,tear,czasownik,B2
rozkaz,"command, order",rzeczownik,B2
rozkazywać,"command, order",czasownik,B2
rozkład,distribution,rzeczownik,B2
rozległy,vast,przymiotnik,B2
rozmawiać,"chat, speak, talk",czasownik,A2
rozmiar,size,rzeczownik,A2
rozmnażać się,multiply,czasownik,B2
rozmowa,"call, conversation, dialogue, talk",rzeczownik,A1
rozmowa kwalifikacyjna,interview,rzeczownik,A1
rozmyślać,reflect,czasownik,B1
rozpaczliwy,desperate,przymiotnik,B2
rozpiętość,spread,rzeczownik,B2
rozpoznawać,"identify, recognize",czasownik,A2
rozprowadzać,distribute,czasownik,B2
rozprzestrzenianie się,spread,rzeczownik,B2
rozprzestrzeniać (się),spread,czasownik,B1
rozrywka,entertainment,rzeczownik,B1
rozstrzygać,settle,czasownik,B2
rozszerzać,expand,czasownik,B1
rozsądek,reason,rzeczownik,A1
rozsądny,"reasonable, sensible, wise",przymiotnik,B2
roztapiać,melt,czasownik,B2
rozumieć,"see, understand",czasownik,A1
rozważanie,consideration,rzeczownik,B2
rozważać,consider,czasownik,A2
rozwidlenie,fork,rzeczownik,A2
rozwiedziony,divorced,przymiotnik,A2
rozwijać,develop,czasownik,A2
rozwijać się,expand,czasownik,B1
rozwiązanie,solution,rzeczownik,A2
rozwiązywać,solve,czasownik,A2
rozwiązywać (np. problem),resolve,czasownik,B2
rozwój,"development, growth",rzeczownik,B1
rozłam,split,rzeczownik,B2
rozświetlać,light (lamp),czasownik,A2
roślina,plant,rzeczownik,A1
rubryka,column,rzeczownik,A2
ruch,"move, movement",rzeczownik,B1
ruch uliczny,traffic,rzeczownik,A1
rugby,rugby,rzeczownik,B1
runda,round,rzeczownik,B2
rura,"pipe, tube",rzeczownik,B1
ruszać,start,czasownik,A1
ruszać (się),move,czasownik,A1
rutyna,routine,rzeczownik,A1
rutynowy,routine,przymiotnik,B2
rwać,tear,czasownik,B2
ryba,fish,rzeczownik,A1
rybołówstwo,fishing,rzeczownik,A2
rygorystyczny,strict,przymiotnik,B2
rynek,market,rzeczownik,A1
rysować,draw,czasownik,A1
rysunek,drawing,rzeczownik,A2
rysunek satyryczny,cartoon,rzeczownik,A2
rytm,"beat, rhythm",rzeczownik,B2
rywalizować,compete,czasownik,A2
ryzyko,risk,rzeczownik,B1
ryzykować,risk,czasownik,B1
ryż,rice,rzeczownik,A1
rzadki,rare,przymiotnik,B1
rzadko,rarely,przysłówek,B1
rzecz,"item, thing",rzeczownik,A2
rzecz),last (final),rzeczownik,A2
rzeczy,stuff,rzeczownik,B1
rzeczywistość,reality,rzeczownik,B1
rzeczywisty,"actual, real",przymiotnik,B2
rzeczywiście,"indeed, really",przysłówek,B1
rzeka,river,rzeczownik,A1
rzeźba,sculpture,rzeczownik,B1
rzucać,"cast, throw",czasownik,B2
rzucać (kostką),roll,czasownik,B1
rzucić,quit,czasownik,B1
rzut,roll,rzeczownik,B1
rząd,"government, row (line)",rzeczownik,A2
rządek,rank,rzeczownik,B2
rządy,rule,rzeczownik,A1
rządzić,"govern, rule",czasownik,B2
róg,corner,rzeczownik,A2
równać się,amount,czasownik,B2
również,"also, too",przysłówek,A1
również (w przeczeniach),either,przysłówek,A2
równo,equally,przysłówek,B1
równomierny,steady,przymiotnik,B2
równowaga,balance,rzeczownik,B1
równoważyć,balance,czasownik,B1
równy,"equal, even",przymiotnik,B1
różnica,difference,rzeczownik,A1
różnie,differently,przysłówek,A2
różnić się,vary,czasownik,B2
różnorodność,variety,rzeczownik,A2
różnorodny,various,przymiotnik,B1
różny,"different, various",przymiotnik,A1
różowy,pink,przymiotnik / rzeczownik,A1
rączka,handle,rzeczownik,B2
ręcznik,towel,rzeczownik,A2
ręka,hand,rzeczownik,A1
rękawiczka,glove,rzeczownik,B1
sadzić,plant,czasownik,A2
sala,hall,rzeczownik,A2
sala gimnastyczna,gym,rzeczownik,A1
sala lekcyjna,classroom,rzeczownik,A1
sam,"alone, very",przymiotnik,A2
sam,himself,zaimek,A2
sama,herself,zaimek,A2
samica,female,rzeczownik,A2
samiec,male,rzeczownik,A2
samo,itself,zaimek,A2
samochód,car,rzeczownik,A1
samolot,"aircraft, plane",rzeczownik,B2
samotnie,alone,przysłówek,A2
samotny,"alone, lonely",przymiotnik,A2
satelita,satellite,rzeczownik,B2
sałatka,salad,rzeczownik,A1
scena,"scene, stage",rzeczownik,A2
scenariusz,script,rzeczownik,B1
sceneria,setting,rzeczownik,B1
schemat,"diagram, pattern, scheme",rzeczownik,B1
schludny,"neat, tidy",przymiotnik,B2
schronienie,"cover, shelter",rzeczownik,B1
schwytać,capture,czasownik,B2
schylać się,bend,czasownik,B1
schód,stair,rzeczownik,A2
sedno,core,rzeczownik,B2
segregator,file,rzeczownik,B1
sekcja,section,rzeczownik,A1
sekret,secret,rzeczownik,A2
sekretarka,secretary,rzeczownik,A2
sekretarz,secretary,rzeczownik,A2
seks,sex,rzeczownik,B1
seksualny,sexual,przymiotnik,B1
sektor,sector,rzeczownik,B2
sekunda,second (unit of time),rzeczownik,A1
sekwencja,sequence,rzeczownik,B2
selekcja,selection,rzeczownik,B2
selekcjonować,select,czasownik,B2
semestr,term,rzeczownik,A2
sen,"dream, sleep",rzeczownik,A2
sens,"point, sense",rzeczownik,A1
ser,cheese,rzeczownik,A1
serce,heart,rzeczownik,A2
seria,series,rzeczownik,A2
serial,series,rzeczownik,A2
serwować,serve,czasownik,A2
sesja,session,rzeczownik,B2
sezon,season,rzeczownik,A2
siadać,sit,czasownik,A1
siatka,net,rzeczownik,B1
siebie,self,rzeczownik,B2
siebie,"myself, ourselves, themselves, yourself",zaimek,A2
siebie (do it),itself,zaimek,A2
siebie (o niej),herself,zaimek,A2
siebie (o nim),himself,zaimek,A2
siedem,seven,liczebnik,A1
siedemdziesiąt,seventy,liczebnik,A1
siedemnaście,seventeen,liczebnik,A1
siedzenie,seat,rzeczownik,A2
siedzieć,sit,czasownik,A1
sierpień,August,rzeczownik,A1
sierść,fur,rzeczownik,B1
sieć,"chain, net, network, web",rzeczownik,B1
silnik,"engine, motor",rzeczownik,A2
silnikowy,motor,przymiotnik,B2
silny,"powerful, strong",przymiotnik,B1
singiel,single,rzeczownik,A2
siostra,sister,rzeczownik,A1
się,"herself, himself, itself, myself, ourselves, themselves, yourself",zaimek,A2
się (forma bezosobowa),one,zaimek,A1
sięgać,reach,czasownik,A2
siła,"force, power, strength",rzeczownik,B1
siła robocza,labour,rzeczownik,B2
siłownia,gym,rzeczownik,A1
skakać,"jump, spring",czasownik,A2
skala,scale,rzeczownik,B2
skanować,scan,czasownik,B1
skarga,complaint,rzeczownik,B1
skarpetka,sock,rzeczownik,A2
skarży się na ból,hurt,przymiotnik,A2
skazywać,sentence,czasownik,B2
skała,rock (stone),rzeczownik,A2
skierować do,target,czasownik,B2
sklep,"shop, store",rzeczownik,A1
skok,jump,rzeczownik,A2
skomplikowany,"complex, complicated",przymiotnik,B1
skoro,now,spójnik,B1
skorupa,shell,rzeczownik,B1
skrajnie,extremely,przysłówek,A2
skrajność,extreme,rzeczownik,B2
skrajny,extreme,przymiotnik,A2
skrzydło,wing,rzeczownik,B1
skrzynia,chest,rzeczownik,B1
skrzynka,box,rzeczownik,A1
skręcać,turn,czasownik,A1
skrępowany,uncomfortable,przymiotnik,B1
skupiać się,"concentrate, focus",czasownik,B1
skupienie,"concentration, focus",rzeczownik,B2
skutecznie,"effectively, successfully",przysłówek,B1
skuteczny,effective,przymiotnik,B1
skutek,"consequence, effect",rzeczownik,B1
skóra,skin,rzeczownik,A2
skóra (materiał),leather,rzeczownik,B1
składany,folding,przymiotnik,B2
składać,"fold, submit",czasownik,B1
składać (np. dokumenty),file,czasownik,B2
składać się (z czegoś),consist,czasownik,B1
składać skargę,complain,czasownik,A2
składnik,"component, ingredient",rzeczownik,B2
skłonny,willing,przymiotnik,B2
slajd,slide,rzeczownik,B2
smak,taste,rzeczownik,A2
smakować,taste,czasownik,A2
smarować,spread,czasownik,B1
smartfon,smartphone,rzeczownik,A2
smażyć,fry,czasownik,B1
smoła,pitch,rzeczownik,B2
smutno,sadly,przysłówek,A2
smutny,sad,przymiotnik,A1
sobota,Saturday,rzeczownik,A1
sok,juice,rzeczownik,A1
solidny,solid,przymiotnik,B1
sondaż,survey,rzeczownik,A2
sortować,"grade, sort",czasownik,B2
sos,sauce,rzeczownik,A2
spacer,walk,rzeczownik,A1
spacerować,walk,czasownik,A1
spadać,"decline, drop, fall",czasownik,B2
spadek,"decline, decrease, drop",rzeczownik,B2
spać,sleep,czasownik,A1
specjalista,"expert, specialist",rzeczownik,A2
specjalistyczny,specialist,przymiotnik,B2
specjalnie,specifically,przysłówek,B1
specjalny,special,przymiotnik,A1
specyficzny,specific,przymiotnik,A2
spełniać (wymagania),satisfy,czasownik,B2
spiczasty,pointed,przymiotnik,B2
spis,list,rzeczownik,A1
spisek,plot,rzeczownik,B1
spiskować,plot,czasownik,B2
spodnie,"pants, trousers",rzeczownik,A2
spodziewany,expected,przymiotnik,B1
spojrzenie,look,rzeczownik,A2
spokojny,"calm, peaceful, still",przymiotnik,B1
spokrewniony,related,przymiotnik,B1
spokój,"calm, peace",rzeczownik,B1
sponsor,sponsor,rzeczownik,B2
sponsorować,sponsor,czasownik,B2
sport,sport,rzeczownik,A1
sportowiec,athlete,rzeczownik,A2
sporządzać projekt,draft,czasownik,B2
sporządzać wykres,chart,czasownik,B2
spostrzeżenie,"insight, observation, remark",rzeczownik,B2
sposób,"manner, means, way",rzeczownik,A2
spotkanie,"appointment, encounter, meeting",rzeczownik,B1
spotykać,"encounter, see",czasownik,B2
spotykać (się),meet,czasownik,A1
społeczeństwo,society,rzeczownik,A2
społeczność,community,rzeczownik,A2
społeczny,social,przymiotnik,A2
spożywać,consume,czasownik,B1
spragniony,thirsty,przymiotnik,A1
sprawa,"affair, case, matter",rzeczownik,B2
sprawdzać,"check, test",czasownik,A1
sprawdzian,test,rzeczownik,A1
sprawiać,make,czasownik,A1
sprawiać przyjemność,please,czasownik,A2
sprawiedliwie,fairly,przysłówek,B1
sprawiedliwość,justice,rzeczownik,B2
sprawiedliwy,fair,przymiotnik,A2
sprawność fizyczna,fitness,rzeczownik,B1
sprawny,"efficient, fit",przymiotnik,B2
sprawować władzę,govern,czasownik,B2
sprawozdanie,report,rzeczownik,A1
sprytny,clever,przymiotnik,A2
sprzeciw,opposition,rzeczownik,B2
sprzeciwiać się,"object, oppose",czasownik,B2
sprzeczać się,conflict,czasownik,B2
sprzedawać,"market, sell",czasownik,B1
sprzedaż,sale,rzeczownik,A2
sprzyjać,favour,czasownik,B2
sprzątać,"clean, clear, tidy",czasownik,A1
sprzęt,equipment,rzeczownik,A2
sprężyna,spring,rzeczownik,A1
spód,bottom,rzeczownik,A2
spódnica,skirt,rzeczownik,A1
spójny,consistent,przymiotnik,B2
spór,conflict,rzeczownik,B2
spóźnić się,miss,czasownik,A1
spędzać (czas),spend,czasownik,A1
srebrny,silver,przymiotnik,A2
srebro,silver,rzeczownik,A2
srogi,severe,przymiotnik,B2
stabilny,"stable, steady",przymiotnik,B2
stacja,station,rzeczownik,A1
stadion,stadium,rzeczownik,B1
stal,steel,rzeczownik,B2
stale,constantly,przysłówek,B2
stan,"condition, state, status",rzeczownik,A2
stan normalny,normal,rzeczownik,B1
standard,standard,rzeczownik,B1
standardowy,standard,przymiotnik,B1
stanowisko,"position, post",rzeczownik,A2
stanowić,pose,czasownik,B2
starać się,try,czasownik,A1
staromodny,old-fashioned,przymiotnik,B1
starożytny,ancient,przymiotnik,A2
starszy (o osobie),elderly,przymiotnik,B2
starszy (rangą lub wiekiem),senior,przymiotnik,B2
start,start,rzeczownik,A2
startować w zawodach,contest,czasownik,B2
stary,old,przymiotnik,A1
starzeć się,age,czasownik,B1
statek,"boat, ship",rzeczownik,A1
statek powietrzny,aircraft,rzeczownik,B2
statua,statue,rzeczownik,B1
status,status,rzeczownik,B2
statystyka,statistic,rzeczownik,B1
stawać się,get,czasownik,A1
stawiać czoła,face,czasownik,B1
stawiać opór,resist,czasownik,B2
stawka,rate,rzeczownik,A2
stać,stand,czasownik,A1
stać się,become,czasownik,A1
stać w kolejce,queue,czasownik,B1
stały,"constant, continuous, fixed, permanent, solid, steady",przymiotnik,B2
sterować,control,czasownik,A2
sterta,pile,rzeczownik,B2
sto,hundred,liczebnik,A1
stoisko,stand,rzeczownik,B2
stok,slope,rzeczownik,B2
stolica,capital,rzeczownik,A1
stomatolog,dentist,rzeczownik,A2
stopa,foot,rzeczownik,A1
stopa (jednostka),foot,rzeczownik,A1
stopień,"degree, extent, grade, rank, stair, step",rzeczownik,A2
stopień naukowy,degree,rzeczownik,A2
stopniowo,gradually,przysłówek,B2
stos,pile,rzeczownik,B2
stosować,apply,czasownik,A2
stosunkowo,relatively,przysłówek,B2
stowarzyszenie,"association, society",rzeczownik,B2
strach,fear,rzeczownik,A2
stracony,lost,przymiotnik,A2
strajk,strike,rzeczownik,B2
strajkować,strike,czasownik,B2
straszny,"awful, horrible, scary, terrible",przymiotnik,A2
strata,loss,rzeczownik,B1
strategia,strategy,rzeczownik,A2
strażnik,guard,rzeczownik,B1
strefa,zone,rzeczownik,B2
stremowany,nervous,przymiotnik,A2
stres,stress,rzeczownik,A2
stresować,stress,czasownik,A2
streszczenie,summary,rzeczownik,B1
stromy,steep,przymiotnik,B2
strona,"direction, page, party, side",rzeczownik,A2
strona internetowa,website,rzeczownik,A1
struktura,structure,rzeczownik,A2
strumień,"flow, stream",rzeczownik,B1
struna,string,rzeczownik,B1
strzał,shot,rzeczownik,B2
strzec,guard,czasownik,B1
strzelanina,shooting,rzeczownik,B2
strzelać,"fire, shoot",czasownik,B1
strzelać (bramkę),score,czasownik,A2
strój,costume,rzeczownik,B1
student,student,rzeczownik,A1
studio,studio,rzeczownik,B1
studiować,study,czasownik,A1
stulecie,century,rzeczownik,A1
stwarzać,create,czasownik,A1
stwierdzać,state,czasownik,B1
stworzenie,creature,rzeczownik,B2
styczeń,January,rzeczownik,A1
stygnąć,cool,czasownik,B1
styl,style,rzeczownik,A1
styl życia,lifestyle,rzeczownik,A2
stół,table,rzeczownik,A1
stąd,away,przysłówek,A1
stąpać,step,czasownik,B2
substancja,substance,rzeczownik,B1
substancja chemiczna,chemical,rzeczownik,B1
suchy,dry,przymiotnik,A2
sufit,ceiling,rzeczownik,B1
sugerować,"imply, suggest",czasownik,B2
sugestia,suggestion,rzeczownik,A2
sukces,success,rzeczownik,A1
sukienka,dress,rzeczownik,A1
suma,"sum, total",rzeczownik,B2
suma całkowita,total,rzeczownik,B1
supermarket,supermarket,rzeczownik,A1
surowy,"raw, strict",przymiotnik,B2
susić,dry,czasownik,A2
sweter,sweater,rzeczownik,A1
sygnalizować,"indicate, signal",czasownik,B1
sygnał,signal,rzeczownik,B1
symbol,symbol,rzeczownik,A2
symptom,symptom,rzeczownik,B1
syn,son,rzeczownik,A1
sypać,pour,czasownik,B1
sypialnia,bedroom,rzeczownik,A1
system,"scheme, system",rzeczownik,B2
sytuacja,"picture, situation",rzeczownik,A1
sytuacja awaryjna,emergency,rzeczownik,B1
szacować,"assess, estimate, rate",czasownik,B2
szacunek,"estimate, respect",rzeczownik,B2
szafka (kuchenna),cupboard,rzeczownik,A2
szajka,gang,rzeczownik,B2
szalony,"crazy, mad",przymiotnik,A2
szanować,respect,czasownik,B1
szansa,"chance, prospect",rzeczownik,A2
szarość,grey,rzeczownik,A1
szary,grey,przymiotnik,A1
szałas,shelter,rzeczownik,B2
szczególnie,"especially, particularly",przysłówek,A2
szczególny,particular,przymiotnik,A2
szczegół,detail,rzeczownik,A1
szczegółowo opisywać,detail,czasownik,B2
szczegółowy,detailed,przymiotnik,B2
szczery,"honest, sincere",przymiotnik,B1
szczerze,truly,przysłówek,B2
szczotka,brush,rzeczownik,A2
szczotkować,brush,czasownik,A2
szczyt,"high, top",rzeczownik,B2
szczęście,"happiness, luck",rzeczownik,B1
szczęśliwie,happily,przysłówek,A2
szczęśliwy,"happy, lucky",przymiotnik,A1
szef,"boss, chief, head",rzeczownik,A2
szef kuchni,chef,rzeczownik,A2
szept,whisper,rzeczownik,B2
szeptać,whisper,czasownik,B2
szereg,row (line),rzeczownik,B1
szeroki,"broad, wide",przymiotnik,B2
szeroko,widely,przysłówek,B2
szesnaście,sixteen,liczebnik,A1
sześć,six,liczebnik,A1
sześćdziesiąt,sixty,liczebnik,A1
szkic,"draft, outline",rzeczownik,B2
szkicować,draft,czasownik,B2
szklanka,glass,rzeczownik,A1
szkoda,"damage, harm, shame",rzeczownik,B1
szkodliwy,harmful,przymiotnik,B2
szkodzić,harm,czasownik,B2
szkolenie,training,rzeczownik,A2
szkolić,train,czasownik,A2
szkolnictwo,teaching,rzeczownik,A2
szkoła,school,rzeczownik,A1
szkło,glass,rzeczownik,A1
szmatka,cloth,rzeczownik,B1
sznur,rope,rzeczownik,B1
sznurek,string,rzeczownik,B1
szok,shock,rzeczownik,B2
szokować,shock,czasownik,B2
szorstki,rough,przymiotnik,B1
szpilka,pin,rzeczownik,B1
szpital,hospital,rzeczownik,A1
sztuczka,trick,rzeczownik,B1
sztuczny,artificial,przymiotnik,B2
sztuka,art,rzeczownik,A1
sztuka (teatralna),play,rzeczownik,A1
sztywny,stiff,przymiotnik,B2
szukać,"search, seek",czasownik,A2
szum,noise,rzeczownik,A2
szybki,"fast, quick, rapid",przymiotnik,A1
szybko,"fast, quickly, rapidly",przysłówek,A1
szyfr,code,rzeczownik,A2
szyja,neck,rzeczownik,A2
szyld,sign,rzeczownik,A2
sól,salt,rzeczownik,A1
sąd,court,rzeczownik,B1
sądzić,judge,czasownik,B1
sąsiad,neighbour,rzeczownik,A1
sąsiadka,neighbour,rzeczownik,A1
sąsiedni,surrounding,przymiotnik,B2
sąsiedztwo,neighbourhood,rzeczownik,B1
sędzia,judge,rzeczownik,B1
słabość,weakness,rzeczownik,B2
słaby,"poor, weak",przymiotnik,A1
sława,celebrity,rzeczownik,A2
sławny,famous,przymiotnik,A1
słodki,sweet,przymiotnik,A2
słodycz,sweet,rzeczownik,A2
słoneczny,solar,przymiotnik,B2
słownik,dictionary,rzeczownik,A1
słowo,word,rzeczownik,A1
słoń,elephant,rzeczownik,A1
słońce,sun,rzeczownik,A1
słuch,hearing,rzeczownik,B2
słuchacz,listener,rzeczownik,A2
słuchać,listen,czasownik,A1
służbowy,official,przymiotnik,B1
służyć,serve,czasownik,A2
służąca,servant,rzeczownik,B1
służący,servant,rzeczownik,B1
słyszeć,hear,czasownik,A1
t-shirt,T-shirt,rzeczownik,A1
ta,this,określnik / zaimek,A1
ta,the,przedimek,A1
tabela,"chart, table",rzeczownik,A1
tablet,tablet,rzeczownik,A2
tabletka,tablet,rzeczownik,A2
tablica,"board, plate",rzeczownik,A2
tajemnica,"mystery, secret",rzeczownik,B1
tajemniczy,mysterious,przymiotnik,B2
tajemny,secret,przymiotnik,A2
tajny,secret,przymiotnik,A2
tak,"that, this",przysłówek,B1
tak,so,przysłówek / spójnik,A1
tak,"yeah, yes",wykrzyknik,A1
tak czy owak,anyway,przysłówek,A2
tak jak,as,przysłówek,A2
tak samo,same,przysłówek,A1
tak więc,thus,przysłówek,B2
taki,such,określnik / zaimek,A2
taki sam,same,przymiotnik / zaimek,A1
takowy,such,określnik / zaimek,A2
taksówka,taxi,rzeczownik,A1
także,also,przysłówek,A1
talent,"gift, talent",rzeczownik,A2
talerz,plate,rzeczownik,A2
tam,there,przysłówek,A1
tamować,block,czasownik,B1
tamta,that,określnik,A1
tamten,that,określnik,A1
tamto,that,określnik,A1
tancerka,dancer,rzeczownik,A1
tancerz,dancer,rzeczownik,A1
tani,cheap,przymiotnik,A1
taniec,"dance, dancing",rzeczownik,A1
tanio,cheap,przysłówek,B1
tarcza,target,rzeczownik,A2
targ,market,rzeczownik,A1
tata,dad,rzeczownik,A1
tańczenie,dancing,rzeczownik,A1
tańczyć,dance,czasownik,A1
taśma,tape,rzeczownik,B1
teatr,theatre,rzeczownik,A1
techniczny,technical,przymiotnik,B1
technika,technique,rzeczownik,B1
technologia,technology,rzeczownik,A2
technologia informacyjna,IT,rzeczownik,B1
tekst,text,rzeczownik,A1
telefon,"phone, telephone",rzeczownik,A1
telefon komórkowy,mobile,rzeczownik,A2
telewizja,"TV, television",rzeczownik,A1
telewizor,TV,rzeczownik,A1
temat,"subject, theme, topic",rzeczownik,A1
temperatura,temperature,rzeczownik,A2
tempo,"pace, rate",rzeczownik,B2
temu,ago,przysłówek,A1
ten,this,określnik / zaimek,A1
ten,the,przedimek,A1
ten konkretny,very,przymiotnik,B2
ten sam,same,przymiotnik / zaimek,A1
tendencja,trend,rzeczownik,B1
tenis,tennis,rzeczownik,A1
teoria,theory,rzeczownik,B1
terapia,therapy,rzeczownik,B2
teraz,now,przysłówek,A1
teraz gdy,now,spójnik,B1
teraźniejszość,present,rzeczownik,A1
teraźniejszy,present,przymiotnik,A1
teren,ground,rzeczownik,A2
terenowy,outdoor,przymiotnik,B1
termin,term,rzeczownik,A2
terminarz,schedule,rzeczownik,A2
test,test,rzeczownik,A1
testament,will,rzeczownik,B1
testować,test,czasownik,A1
też,"either, too",przysłówek,A2
też nie,neither,przysłówek,B1
tkanina,cloth,rzeczownik,B1
to,this,określnik / zaimek,A1
to,it,zaimek,A1
to (przedimek określony),the,przedimek,A1
to co najlepsze,best,rzeczownik,A2
to co najnowsze,latest,rzeczownik,B2
toaleta,toilet,rzeczownik,A1
toczyć (się),roll,czasownik,B1
tok,course,rzeczownik,A1
tom,volume,rzeczownik,B2
ton,tone,rzeczownik,B2
tonąć,sink,czasownik,B1
topnieć,melt,czasownik,B2
tor,track,rzeczownik,A2
torba,bag,rzeczownik,A1
towary,goods,rzeczownik,B1
towarzyski,social,przymiotnik,A2
towarzystwo,company,rzeczownik,A1
towarzyszyć,accompany,czasownik,B2
tożsamość,identity,rzeczownik,B1
tracić,lose,czasownik,A1
tradycja,tradition,rzeczownik,A2
tradycyjny,"folk, traditional",przymiotnik,B1
trafiać,hit,czasownik,A2
trafny,"accurate, relevant",przymiotnik,B2
traktowanie,treatment,rzeczownik,B1
traktować,treat,czasownik,B1
transfer,transfer,rzeczownik,B2
transformować,transform,czasownik,B2
transmisja,broadcast,rzeczownik,B2
transmitować,broadcast,czasownik,B2
transport,transport,rzeczownik,A2
transportować,transport,czasownik,B1
transportować (statkiem),ship,czasownik,B2
trasa,"route, run, tour",rzeczownik,A2
trawa,grass,rzeczownik,A2
trend,trend,rzeczownik,B1
trener,"coach, trainer",rzeczownik,A2
trening,training,rzeczownik,A2
trenować,"coach, practise, train",czasownik,B1
treść,content,rzeczownik,B1
trochę,"little, some",określnik / zaimek,A1
trochę,"little, slightly",przysłówek,A2
trochę,bit,rzeczownik,A2
trop,clue,rzeczownik,B1
tropikalny,tropical,przymiotnik,B2
tropić,track,czasownik,B2
troska,"care, concern",rzeczownik,A2
troszczyć się,care,czasownik,A2
trucizna,poison,rzeczownik,B1
trud,"effort, labour",rzeczownik,B1
trudna sytuacja,fix,rzeczownik,B2
trudność,"difficulty, trouble",rzeczownik,B1
trudny,"difficult, hard, tough",przymiotnik,A1
trujący,poisonous,przymiotnik,B1
truć,poison,czasownik,B1
trwać,last (taking time),czasownik,A2
trwały,permanent,przymiotnik,B2
trybuna,stand,rzeczownik,B2
trzeci,third,liczebnik,A1
trzeć,rub,czasownik,B2
trzy,three,liczebnik,A1
trzydzieści,thirty,liczebnik,A1
trzymać,"hold, keep",czasownik,A2
trzynaście,thirteen,liczebnik,A1
trząść (się),shake,czasownik,A2
trzęsienie ziemi,earthquake,rzeczownik,B1
tubka,tube,rzeczownik,B1
tunel,tunnel,rzeczownik,B2
tura,"go, round, turn",rzeczownik,B1
turniej,tour,rzeczownik,A2
turysta,tourist,rzeczownik,A1
turystka,tourist,rzeczownik,A1
turystyka,tourism,rzeczownik,A2
tutaj,here,przysłówek,A1
tuzin,dozen,rzeczownik,B2
twardy,"hard, solid, tough",przymiotnik,A1
twarz,face,rzeczownik,A1
twierdzenie,claim,rzeczownik,B1
twierdzić,claim,czasownik,B1
tworzenie,creation,rzeczownik,B2
tworzywo,material,rzeczownik,A2
tworzywo sztuczne,plastic,rzeczownik,A2
tworzyć,"create, form",czasownik,A1
tworzyć listę,list,czasownik,A1
twój,your,określnik,A1
twój,yours,zaimek,A2
twórczy,creative,przymiotnik,A2
ty,you,zaimek,A1
ty sam,yourself,zaimek,A1
